day,probability,,
-158,0.0000000000000000862883002,,
-157,0.0000000000000001274210003,,
-156,0.0000000000000001877360005,,
-155,0.0000000000000002759740007,,
-154,0.0000000000000004047680010,,
-153,0.0000000000000005923230015,,
-152,0.0000000000000008648230022,,
-151,0.0000000000000012598300032,,
-150,0.0000000000000018311000047,,
-149,0.0000000000000026553900068,,
-148,0.0000000000000038420200099,,
-147,0.0000000000000055463400143,,
-146,0.0000000000000079885800206,,
-145,0.0000000000000114802000295,,
-144,0.0000000000000164605000424,,
-143,0.0000000000000235480000606,,
-142,0.0000000000000336108000865,,
-141,0.0000000000000478653001232,,
-140,0.0000000000000680109001750,,
-139,0.0000000000000964166002482,,
-138,0.0000000000001363770003510,,
-137,0.0000000000001924620004954,,
-136,0.0000000000002709980006975,,
-135,0.0000000000003807170009799,,
-134,0.0000000000005336470013735,,
-133,0.0000000000007463150019209,,
-132,0.0000000000010413700026803,,
-131,0.0000000000014497900037315,,
-130,0.0000000000020138200051832,,
-129,0.0000000000027909400071833,,
-128,0.0000000000038592000099328,,
-127,0.0000000000053242600137036,,
-126,0.0000000000073288800188631,,
-125,0.0000000000100654000259063,,
-124,0.0000000000137924000354989,,
-123,0.0000000000188567000485334,,
-122,0.0000000000257221000662035,,
-121,0.0000000000350077000901028,,
-120,0.0000000000475375001223520,,
-119,0.0000000000644057001657673,,
-118,0.0000000000870620002240801,,
-117,0.0000000001174220003022210,,
-116,0.0000000001580100004066860,,
-115,0.0000000002121460005460210,,
-114,0.0000000002841860007314380,,
-113,0.0000000003798260009775960,,
-112,0.0000000005065050013036420,,
-111,0.0000000006739030017344910,,
-110,0.0000000008945980023025160,,
-109,0.0000000011848800030496400,,
-108,0.0000000015658000040300500,,
-107,0.0000000020644900053135800,,
-106,0.0000000027158500069900500,,
-105,0.0000000035646300091746400,,
-104,0.0000000046680800120147000,,
-103,0.0000000060992900156983500,,
-102,0.0000000079512400204648900,,
-101,0.0000000103421000266185000,,
-100,0.0000000134213000345437000,,
-99,0.0000000173779000447272000,,
-98,0.0000000224500000577818000,,
-97,0.0000000289369000744778000,,
-96,0.0000000372136000957803000,,
-95,0.0000000477495001228976000,,
-94,0.0000000611295001573351000,,
-93,0.0000000780815002009661000,,
-92,0.0000000995089002561159000,,
-91,0.0000001265290003256600000,,
-90,0.0000001605230004131540000,,
-89,0.0000002031880005229650000,,
-88,0.0000002566100006604630000,,
-87,0.0000003233450008322250000,,
-86,0.0000004065130010462830000,,
-85,0.0000005099160013124210000,,
-84,0.0000006381720016425260000,,
-83,0.0000007968810020510120000,,
-82,0.0000009928060025552830000,,
-81,0.0000012341000031763300000,,
-80,0.0000015305700039393800000,,
-79,0.0000018939700048747000000,,
-78,0.0000023383300060183900000,,
-77,0.0000028804300074136500000,,
-76,0.0000035401600091116600000,,
-75,0.0000043411400111732200000,,
-74,0.0000053113000136702200000,,
-73,0.0000064835700166874100000,,
-72,0.0000078966500203243900000,,
-71,0.0000095959300246979900000,,
-70,0.0000116345000299449000000,,
-69,0.0000140742000362242000000,,
-68,0.0000169869000437209000000,,
-67,0.0000204561000526499000000,,
-66,0.0000245780000632588000000,,
-65,0.0000294635000758331000000,,
-64,0.0000352403000907015000000,,
-63,0.0000420543001082393000000,,
-62,0.0000500722001288758000000,,
-61,0.0000594838001530993000000,,
-60,0.0000705045001814644000000,,
-59,0.0000833778002145977000000,,
-58,0.0000983784002532062000000,,
-57,0.0001158150002980850000000,,
-56,0.0001360330003501220000000,,
-55,0.0001594200004103150000000,,
-54,0.0001864040004797660000000,,
-53,0.0002174620005597030000000,,
-52,0.0002531200006514800000000,,
-51,0.0002939590007565910000000,,
-50,0.0003406130008766690000000,,
-49,0.0003937790010135080000000,,
-48,0.0004542130011690530000000,,
-47,0.0005227360013454170000000,,
-46,0.0006002350015448840000000,,
-45,0.0006876620017699040000000,,
-44,0.0007860410020231120000000,,
-43,0.0008964600023073080000000,,
-42,0.0010200760026254700000000,,
-41,0.0011581100029807400000000,,
-40,0.0013118460033764300000000,,
-39,0.0014826270038159800000000,,
-38,0.0016718460043030000000000,,
-37,0.0018809470048411800000000,,
-36,0.0021114110054343500000000,,
-35,0.0023647470060863800000000,,
-34,0.0026424830068012200000000,,
-33,0.0029461550075828100000000,,
-32,0.0032772890084350800000000,,
-31,0.0036373880093619100000000,,
-30,0.0040279150103670400000000,,
-29,0.0044502740114541100000000,,
-28,0.0049057900126265200000000,,
-27,0.0053956880138874200000000,,
-26,0.0059210750152396600000000,,
-25,0.0064829110166857100000000,,
-24,0.0070819900182276200000000,,
-23,0.0077189150198669400000000,,
-22,0.0083940790216046700000000,,
-21,0.0091076340234412200000000,,
-20,0.0098594760253763100000000,,
-19,0.0106492230274090000000000,,
-18,0.0114761900295374000000000,,
-17,0.0123393790317591000000000,,
-16,0.0132374590340706000000000,,
-15,0.0141687560364675000000000,,
-14,0.0151312420389448000000000,,
-13,0.0161225290414962000000000,,
-12,0.0171398690441146000000000,,
-11,0.0181801500467921000000000,,
-10,0.0192399050495197000000000,,
-9,0.0203153130522875000000000,,
-8,0.0214022010550850000000000,,
-7,0.0224960360579003000000000,,
-6,0.0235918930607208000000000,,
-5,0.0246843730635326000000000,,
-4,0.0257674530663202000000000,,
-3,0.0268341970690658000000000,,
-2,0.0278762900717480000000000,,
-1,0.0288833360743399000000000,,
0,0.0298418630768070000000000,,
1,0.0307340800791033000000000,,
2,0.0315364760811686000000000,,
3,0.0322185030829240000000000,,
4,0.0327417630842707000000000,,
5,0.0330601870850903000000000,,
6,0.0331217740852488000000000,,
7,0.0328722900846067000000000,,
8,0.0322610370830334000000000,,
9,0.0312482490804267000000000,,
10,0.0298131350767330000000000,,
11,0.0279610940719662000000000,,
12,0.0257283920662197000000000,,
13,0.0231828530596680000000000,,
14,0.0204197630525564000000000,,
15,0.0175532140451784000000000,,
16,0.0147041630378456000000000,,
17,0.0119872860308529000000000,,
18,0.0094990310244486000000000,,
19,0.0073089420188117500000000,,
20,0.0054555560140415100000000,,
21,0.0039470570101589300000000,,
22,0.0027659310071189500000000,,
23,0.0018761370048288000000000,,
24,0.0012311160031686500000000,,
25,0.0007811410020105000000000,,
26,0.0004790330012329350000000,,
27,0.0002838190007304930000000,,
28,0.0001624080004180060000000,,
29,0.0000897286002309434000000,,
30,0.0000478517001231607000000,,
31,0.0000246265000633837000000,,
32,0.0000122279000314722000000,,
33,0.0000058568600150743800000,,
34,0.0000027056000069636700000,,
35,0.0000012052600031021000000,,
36,0.0000005176730013323860000,,
37,0.0000002143540005517040000,,
38,0.0000000855583002202099000,,
39,0.0000000329153000847174000,,
40,0.0000000122038000314101000,,
41,0.0000000043603500112226600,,
42,0.0000000015011900038637600,,
43,0.0000000004979770012816930,,
44,0.0000000001591510004096230,,
45,0.0000000000490013001261195,,
46,0.0000000000145339000374073,,
47,0.0000000000041524400106876,,
48,0.0000000000011427600029412,,
49,0.0000000000003029070007796,,
50,0.0000000000000773306001990,,
51,0.0000000000000190136000489,,
52,0.0000000000000045023700116,,
53,0.0000000000000010269700026,,
54,0.0000000000000002254900006,,
55,0.0000000000000000477546001,,
56,0.0000000000000000082572400,,
57,0.0000000000000000000000000,,
58,0.0000000000000000000000000,,
59,0.0000000000000000000000000,,
60,0.0000000000000000000000000,,
61,0.0000000000000000000000000,,
62,0.0000000000000000000000000,,
63,0.0000000000000000000000000,,
64,0.0000000000000000000000000,,
65,0.0000000000000000000000000,,
66,0.0000000000000000000000000,,
67,0.0000000000000000000000000,,
68,0.0000000000000000000000000,,
69,0.0000000000000000000000000,,
70,0.0000000000000000000000000,,
71,0.0000000000000000000000000,,
72,0.0000000000000000000000000,,